symbol,exchange,tickSz,tickBps,avgPx,avgVol,avgNtl,volatility,dailyRange,tickRange,startDate,endDate,Hawkes mu,Hawkes alpha,Hawkes beta,Hawkes score,Trade rate,Avg trade size,Std trade size,Total vol,Sqrt law cost,Quote regression R2,Quote regression coeff,Avg quote size,Std quote size,Instant cost,Avg spread,Std spread,ACFTest,OFI R2,Perm cost,Ratio (Instant/Sqrt Cost),Ratio (Instant/Perm Cost),Ratio (TradeSz/QuoteSz)
GIII,NASDAQ,0.01,3.99,25.0533,746241,18695800,0.9276,1.1629,116,2019-07-01,2019-11-01,0.0189,0.1108,0.371,33.5594,0.027,79.3548,87.9217,7380,165.5811,40.9675,0.0001,167.3837,180.6995,60.8261,0.0626,0.0373,0111111111,3.8915,-1.5667,0.3673,-38.8255,0.4741
GLIBA,NASDAQ,0.01,1.59,62.9745,345088,21731744,0.8011,1.0852,109,2019-07-01,2019-11-01,0.0155,0.1179,0.371,38.971,0.0228,91.3611,92.9977,6578,56.8901,41.6295,0.0002,133.602,274.1947,34.0067,0.0718,0.0648,0111111111,2.068,0.4241,0.5978,80.1876,0.6838
GLNG,NASDAQ,0.01,6.9,14.5008,1307403,18958389,0.4938,0.5959,60,2019-07-01,2019-11-01,0.0286,0.38,0.6204,128.1129,0.0739,149.8115,109.3939,38951,152.291,56.5022,0,240.3459,161.3385,105.2815,0.0202,0.0098,0111111111,64.9693,51.6801,0.6913,2.0372,0.6233
GLPI,NASDAQ,0.01,2.6,38.5142,967795,37273850,0.322,0.5295,53,2019-07-01,2019-11-01,0.0135,0.148,0.7828,6.8841,0.0167,127.6842,115.3159,7278,37.3895,33.9639,0.0001,191.2,146.9776,32.422,0.0333,0.0164,0111111111,83.2475,15.0034,0.8671,2.161,0.6678
GNTX,NASDAQ,0.01,3.75,26.6471,1665238,44373764,0.4196,0.5287,53,2019-07-01,2019-11-01,0.0324,0.171,0.7828,10.1998,0.0414,127.8333,102.9565,18408,70.4207,18.3001,0,322.9195,252.0254,10.9277,0.0167,0.0083,0111111111,87.6924,13.6151,0.1552,0.8026,0.3959
GO,NASDAQ,0.01,2.73,36.5667,706019,25816785,1.1193,1.7241,172,2019-07-01,2019-11-01,0.0105,0.1474,0.4916,12.5775,0.015,127.3191,119.8133,5984,136.8913,26.2141,0,349.4348,834.4934,15.6104,0.1283,0.0782,0111111111,7.5014,-3.7649,0.114,-4.1463,0.3644
GOSS,NASDAQ,0.01,5.24,19.0988,454706,8684339,0.9183,1.3606,136,2019-07-01,2019-11-01,0.0108,0.0966,0.371,23.1609,0.0146,167.3261,143.2939,7697,215.0273,32.0077,0.0001,182.5654,222.5126,62.3203,0.0736,0.036,0111111111,39.7459,26.138,0.2898,2.3843,0.9165
GPRE,NASDAQ,0.01,10.02,9.9824,813603,8121711,0.3345,0.504,50,2019-07-01,2019-11-01,0.0106,0.0621,0.371,8.7855,0.0128,152.0465,138.5899,6538,149.8567,58.8297,0,226.1487,162.9079,26.3383,0.0277,0.0114,0111111111,61.9289,10.2512,0.1758,2.5693,0.6723
GRFS,NASDAQ,0.01,4.71,21.2197,1537724,32630042,0.2193,0.3301,33,2019-07-01,2019-11-01,0.0322,0.2418,0.9878,16.7086,0.0426,225.7582,262.8374,34541,46.2183,55.0929,0,1077.9605,903.6081,10.5633,0.012,0.004,0111111111,91.2587,8.1408,0.2286,1.2976,0.2094
GRMN,NASDAQ,0.01,1.21,82.3359,1037541,85426872,1.3054,1.4231,142,2019-07-01,2019-11-01,0.0409,0.2448,0.9878,17.2246,0.0543,97.9689,90.5861,18908,70.9038,23.8958,0.0001,140.1817,101.6999,47.3756,0.0453,0.0291,0111111111,50.4285,7.0616,0.6682,6.709,0.6989
GRPN,NASDAQ,0.01,1.72,58.0791,249759,14505778,1.5904,2.2744,227,2019-07-01,2019-11-01,0.0216,0.0538,0.371,6.507,0.0252,517.1169,824.4028,39818,122.462,37.6127,0,9442.6089,9611.3604,13.5055,0.0111,0.0032,0111111111,79.0486,3.9589,0.1103,3.4114,0.0548
GSKY,NASDAQ,0.01,11.86,8.432,1105867,9324671,0.4656,0.4598,46,2019-07-01,2019-11-01,0.0089,0.1841,0.7828,11.7767,0.0116,220.5714,258.4093,7720,246.9434,53.9461,0,294.0891,217.7029,57.8248,0.0274,0.0192,0111111111,0.1128,0.9965,0.2342,58.0269,0.75
GT,NASDAQ,0.01,7.29,13.7126,3490548,47864489,0.3794,0.4913,49,2019-07-01,2019-11-01,0.0668,0.1145,0.371,36.7764,0.0967,151.2795,127.8283,52494,123.735,53.5313,0,706.8912,643.844,40.2525,0.0127,0.0048,0111111111,92.0845,24.3857,0.3253,1.6507,0.214
GTHX,NASDAQ,0.01,3.45,28.945,415937,12039296,1.9255,2.1901,219,2019-07-01,2019-11-01,0.0503,0.1108,0.371,32.2111,0.0718,60.164,60.6709,15041,297.4986,12.9455,0.0001,127.8502,115.4844,66.4946,0.0491,0.0346,0111111111,0.4237,2.6389,0.2235,25.1977,0.4706
GTLS,NASDAQ,0.01,1.53,65.2215,443212,28906951,1.6462,2.3478,235,2019-07-01,2019-11-01,0.0082,0.2052,0.4682,99.8372,0.0146,120.9783,85.7277,5565,112.8774,49.7887,0.0004,66.8261,73.8716,90.4111,0.1707,0.1198,0111111111,0.1333,-0.5914,0.801,-152.882,1.8103
HA,NASDAQ,0.01,3.75,26.6471,680695,18138548,0.7569,0.9519,95,2019-07-01,2019-11-01,0.0105,0.0588,0.371,7.7936,0.0125,128.6429,114.4086,5403,127.0292,3.6561,0,754.9799,1858.8637,0.8018,0.0531,0.0316,0111111111,5.6161,-0.9686,0.0063,-0.8278,0.1704
HAIN,NASDAQ,0.01,4.73,21.1403,1139663,24092818,0.5433,0.654,65,2019-07-01,2019-11-01,0.0464,0.216,0.9878,12.9402,0.0593,134.8626,90.1185,28456,114.9327,29.2102,0,248.5703,218.7577,50.5673,0.0175,0.009,0111111111,79.9637,31.1196,0.44,1.6249,0.5426
HALO,NASDAQ,0.01,6.17,16.1987,726249,11764290,0.2668,0.4455,45,2019-07-01,2019-11-01,0.0168,0.0656,0.6204,1.6566,0.0188,118.7463,91.84,7956,73.6581,37.628,0,166.7544,120.6998,45.0634,0.0276,0.0198,0111111111,12.3521,10.9409,0.6118,4.1188,0.7121
HCAT,NASDAQ,0.01,2.79,35.8674,448159,16074298,1.6932,2.4344,243,2019-07-01,2019-11-01,0.0072,0,0.4092,0.0072,0.0072,113.85,95.6725,2277,211.1171,37.0259,0.0003,68.0795,68.1192,41.8982,0.1846,0.0787,0111111111,8.8197,-2.0716,0.1985,-20.2254,1.6723
HCSG,NASDAQ,0.01,4.01,24.9584,864924,21587119,0.8967,0.8559,86,2019-07-01,2019-11-01,0.0117,0.192,0.7828,13.1021,0.0155,197.2245,185.7873,9664,160.6739,64.4329,0.0001,131.1985,108.4578,72.0212,0.0502,0.0242,0111111111,6.019,-3.3458,0.4482,-21.5261,1.5033
HDS,NASDAQ,0.01,2.55,39.177,1520553,59570705,0.5608,0.7463,75,2019-07-01,2019-11-01,0.0307,0.0972,0.371,24.7188,0.0416,135.9796,93.0755,19989,64.0165,16.746,0,213.5633,159.7909,14.6321,0.0225,0.012,0111111111,73.4911,16.4677,0.2286,0.8885,0.6367
HIBB,NASDAQ,0.01,5.13,19.4834,676984,13189950,0.58,0.8702,87,2019-07-01,2019-11-01,0.017,0.1567,0.371,81.5762,0.0295,174.5446,261.0517,17629,133.1307,24.643,0.0001,198.0594,154.0485,127.4798,0.0372,0.0169,0111111111,82.8959,30.4386,0.9576,4.1881,0.8813
HLNE,NASDAQ,0.01,1.71,58.4403,167751,9803419,1.0698,1.5799,158,2019-07-01,2019-11-01,0.008,0.2176,0.371,218.0543,0.0193,108.0545,78.7,5943,81.8663,46.105,0.0006,125.1217,79.8076,159.2464,0.1929,0.1833,0111111111,11.6212,-9.7405,1.9452,-16.349,0.8636
HMSY,NASDAQ,0.01,2.82,35.5206,511842,18180935,0.6979,0.974,97,2019-07-01,2019-11-01,0.012,0.0848,0.5694,0.0961,0.0142,123.9111,188.7086,5576,87.8674,35.3577,0.0001,142.2703,87.6031,32.4803,0.0432,0.0291,0111111111,20.4153,2.6861,0.3697,12.0921,0.871
HOLX,NASDAQ,0.01,2.04,49.059,1733544,85045935,0.621,0.8819,88,2019-07-01,2019-11-01,0.0821,0.1089,0.6204,5.0472,0.0995,175.4831,226.723,62121,56.6093,14.0149,0,285.4829,587.4407,15.393,0.0214,0.0135,0111111111,25.5377,14.8207,0.2719,1.0386,0.6147
HOMB,NASDAQ,0.01,5.36,18.647,588992,10982934,0.3302,0.4463,45,2019-07-01,2019-11-01,0.0208,0.1528,0.9878,5.9383,0.0246,118.7386,97.4359,10449,79.1923,61.3104,0,256.3418,185.8554,34.1727,0.0203,0.0124,0111111111,44.9596,10.8876,0.4315,3.1387,0.4632
HQY,NASDAQ,0.01,1.57,63.5128,990397,62902887,1.9658,2.5033,250,2019-07-01,2019-11-01,0.0245,0.0737,0.3896,3.6692,0.0302,106.6484,90.1213,9705,138.4182,31.5358,0.0002,146.7314,132.7377,68.2334,0.1401,0.1024,0111111111,31.4302,-6.3529,0.493,-10.7405,0.7268
HRTX,NASDAQ,0.01,5.4,18.5273,928555,17203617,0.5858,0.8453,85,2019-07-01,2019-11-01,0.0273,0.0628,0.9878,0.9236,0.0292,157.2039,243.9563,16192,141.4009,13.227,0,290.6469,556.7767,20.0639,0.0535,0.0293,0111111111,0.6367,3.3782,0.1419,5.9391,0.5409
HSIC,NASDAQ,0.01,1.56,63.9884,1157273,74052048,0.872,1.3009,130,2019-07-01,2019-11-01,0.0104,0.2184,0.9878,12.9967,0.0133,83.2553,59.6534,3913,60.9439,33.4806,0.0001,146.074,96.9554,10.7589,0.0587,0.0304,0111111111,26.2927,3.7481,0.1765,2.8705,0.57
HTHT,NASDAQ,0.01,2.94,33.9835,1051259,35725460,0.8766,1.1469,115,2019-07-01,2019-11-01,0.0288,0.1288,0.371,49.0102,0.0441,108.3791,109.5027,16582,115.3582,40.4902,0.0001,162.3269,118.1169,80.2138,0.0498,0.0265,0111111111,10.0282,12.0385,0.6953,6.6631,0.6677
HUBG,NASDAQ,0.01,2.28,43.8881,252692,11090172,0.903,1.226,123,2019-07-01,2019-11-01,0.0093,0.0287,0.371,1.6771,0.0101,113.7586,93.6986,3299,92.0144,48.1658,0.0004,87.625,71.2907,59.2461,0.1329,0.0794,0111111111,11.2981,-0.6353,0.6439,-93.2567,1.2982
HWC,NASDAQ,0.01,2.63,38.0535,461676,17568388,0.7643,1.0322,103,2019-07-01,2019-11-01,0.0171,0.2331,0.9878,15.2389,0.0224,89.7595,84.888,7091,89.8223,35.7628,0.0001,123.3986,93.8101,48.3103,0.0659,0.0429,0111111111,25.9475,3.7501,0.5378,12.8825,0.7274
HZNP,NASDAQ,0.01,3.8,26.3158,1386059,36475251,0.5696,0.7858,79,2019-07-01,2019-11-01,0.0404,0.1094,0.9878,2.924,0.0454,108.275,84.708,17324,96.7984,17.3167,0,246.6126,184.195,26.8589,0.0279,0.0187,0111111111,73.1779,19.851,0.2775,1.353,0.439
IART,NASDAQ,0.01,1.68,59.5855,411066,24493573,1.2623,1.4038,140,2019-07-01,2019-11-01,0.0132,0.0981,0.371,24.966,0.018,103.6825,83.9126,6532,94.7408,16.1445,0.0002,147.2468,112.3721,46.0908,0.0972,0.0806,0111111111,10.1565,-1.9514,0.4865,-23.6191,0.7041
IBKR,NASDAQ,0.01,2.04,48.9284,488279,23890710,1.0086,1.4912,149,2019-07-01,2019-11-01,0.0536,0.0817,0.6204,2.703,0.0617,142.507,153.8103,30354,92.1877,4.0786,0,158.3494,400.6967,46.9942,0.1279,0.0889,0111111111,43.2557,63.5012,0.5098,0.7401,0.9
IBOC,NASDAQ,0.01,2.68,37.2959,234929,8761888,0.608,0.838,84,2019-07-01,2019-11-01,0.0093,0.1824,0.3896,32.3424,0.0174,57.2157,58.8475,2918,72.905,44.9384,0.0002,122.0419,86.4893,25.9831,0.084,0.0617,0111111111,0.0189,0.0175,0.3564,1486.6679,0.4688
IBTX,NASDAQ,0.01,1.9,52.6542,216228,11385312,0.8177,1.2167,122,2019-07-01,2019-11-01,0.0037,0.1924,0.5163,6.6274,0.0058,144.4545,181.9827,1589,69.4506,21.8039,0.0004,88.1562,48.7802,25.6887,0.2934,0.1606,0111111111,2.6639,-0.2345,0.3699,-109.5665,1.6386
ICFI,NASDAQ,0.01,1.23,81.0923,122772,9955864,1.2716,1.9772,198,2019-07-01,2019-11-01,0.0027,0.1895,0.4682,69.5001,0.0046,103.3333,86.8133,1240,70.1271,22.2741,0.0009,112.0476,56.661,25.9778,0.3405,0.1877,0111111111,1.995,-0.1512,0.3704,-171.7611,0.9222
ICPT,NASDAQ,0.01,1.5,66.6823,534423,35636555,1.8917,2.8356,284,2019-07-01,2019-11-01,0.0128,0.0841,0.7828,2.1367,0.0143,41.7551,51.7492,2046,126.8693,15.1993,0.0003,101.493,120.9998,19.261,0.2283,0.1378,0111111111,1.4229,0.8089,0.1518,23.81,0.4114
IDCC,NASDAQ,0.01,1.8,55.6207,343156,19086577,1.3617,1.577,158,2019-07-01,2019-11-01,0.0223,0.0397,0.371,3.4108,0.025,92.6629,101.4907,8247,109.4864,33.3776,0.0002,73.9818,70.8252,75.0547,0.1045,0.0651,0111111111,28.4949,6.0664,0.6855,12.3722,1.2525
IGF,NASDAQ,0.01,2.17,46.0126,251849,11588227,0.3137,0.314,31,2019-07-01,2019-11-01,0.0077,0.1393,0.9878,4.6283,0.0089,62.2069,82.1359,1804,30.4897,34.9514,0,345.7143,211.7863,3.1809,0.0483,0.0398,0111111111,65.3034,1.0072,0.1043,3.1581,0.1799
IGIB,NASDAQ,0.01,1.74,57.5873,1074621,61884522,0.1357,0.1648,16,2019-07-01,2019-11-01,0.0085,0.1799,0.6204,15.3704,0.012,356.5714,437.1246,14976,10.5382,14.2979,0,926.6742,999.087,5.9184,0.0161,0.0075,0111111111,65.3711,1.2429,0.5616,4.7616,0.3848
IGSB,NASDAQ,0.01,1.87,53.5514,1248402,66853675,0.0565,0.0748,7,2019-07-01,2019-11-01,0.015,0.0357,0.371,2.706,0.0166,406.6786,675.3716,22774,4.7184,17.7749,0,2202.1879,2320.7447,1.6533,0.0126,0.0045,0111111111,38.7306,1.0406,0.3504,1.5887,0.1847
IIVI,NASDAQ,0.01,2.73,36.6414,1116370,40905360,0.8516,1.1509,115,2019-07-01,2019-11-01,0.0644,0.3593,0.7828,65.1962,0.119,126.9366,172.8015,54075,103.939,28.1762,0,200.6667,224.1087,78.348,0.0283,0.0201,0111111111,67.4281,33.4576,0.7538,2.3417,0.6326
IMMU,NASDAQ,0.01,6.76,14.787,2069264,30598207,0.5506,0.7452,75,2019-07-01,2019-11-01,0.0588,0.5275,0.9878,129.2065,0.1261,184.0179,845.2086,82440,166.5218,12.2,0,383.1728,348.057,100.1021,0.0145,0.0071,0111111111,44.0763,33.5674,0.6011,2.9821,0.4802
INCY,NASDAQ,0.01,1.25,79.8847,1086297,86778510,1.551,2.3922,239,2019-07-01,2019-11-01,0.0347,0.1506,0.6204,10.3159,0.0458,108.1656,152.9791,16982,86.8287,32.0001,0.0002,137.8962,92.7003,83.0593,0.0898,0.0452,0111111111,31.9532,14.3631,0.9566,5.7828,0.7844
INGN,NASDAQ,0.01,1.95,51.3169,496326,25469912,1.996,2.3901,239,2019-07-01,2019-11-01,0.0082,0.2671,0.4682,251.2862,0.0192,54.5625,62.4182,3492,173.9463,23.8481,0.0004,81.8601,59.9588,64.5961,0.1979,0.0838,0111111111,0.6365,0.4319,0.3714,149.572,0.6665
INMD,NASDAQ,0.01,4.11,24.3087,968532,23543754,1.3334,2.061,206,2019-07-01,2019-11-01,0.0117,0.3192,0.7828,46.301,0.0198,246.8525,291.8756,15058,245.3091,17.5777,0,445.2806,794.1242,23.2567,0.1348,0.0716,0111111111,24.6203,31.5869,0.0948,0.7363,0.5544
INPX,NASDAQ,0.01,9.39,10.6456,3840856,40888217,1.0676,1.1642,116,2019-07-01,2019-11-01,0.0109,0.1327,0.8221,1.5694,0.013,3788.6522,5503.6422,87139,448.4907,39.2101,0,1801.6286,3120.3611,274.9663,0.0026,0.0014,0111111111,94.1878,140.2515,0.6131,1.9605,2.1029
INSM,NASDAQ,0.01,5.33,18.7541,1207301,22641844,0.6332,0.9049,90,2019-07-01,2019-11-01,0.0144,0.0928,0.371,21.93,0.0192,97.791,109.0802,6552,150.994,55.3309,0.0001,159.3085,120.1643,58.0409,0.054,0.0343,0111111111,0.2631,0.4715,0.3844,123.1107,0.6138
IONS,NASDAQ,0.01,1.58,63.1486,1055570,66657768,1.4833,2.1128,211,2019-07-01,2019-11-01,0.0206,0.3093,0.9878,29.547,0.03,91.6129,97.0823,8520,105.0462,19.255,0.0001,144.1262,148.6056,36.7603,0.0894,0.0524,0111111111,28.937,7.65,0.3499,4.8053,0.6356
IOSP,NASDAQ,0.01,1.12,89.623,107827,9663779,1.3721,2.3069,231,2019-07-01,2019-11-01,0.0038,0.1581,0.4682,54.583,0.0058,50.9412,48.7267,866,68.467,27.4405,0.0009,105.0108,87.4614,17.8476,0.2408,0.1199,0111111111,0.5091,0.0562,0.2607,317.6714,0.4851
IOVA,NASDAQ,0.01,4.68,21.3816,1258037,26898844,0.6047,1.0137,101,2019-07-01,2019-11-01,0.0313,0.2819,0.9878,18.8647,0.0438,156.2222,128.3899,23902,126.4779,26.3197,0,230.8398,258.8531,88.7686,0.0371,0.024,0111111111,39.1849,31.4631,0.7019,2.8214,0.6768
IRBT,NASDAQ,0.01,1.5,66.8664,1261415,84346280,2.1125,2.4833,248,2019-07-01,2019-11-01,0.019,0.1811,0.9878,8.6087,0.0232,38.5946,64.143,2856,141.2875,4.0012,0,152.7591,566.1179,1.6775,0.1334,0.0817,0111111111,0.696,0.2705,0.0119,6.2014,0.2527
IRDM,NASDAQ,0.01,4.23,23.6467,791833,18724237,0.6863,0.861,86,2019-07-01,2019-11-01,0.0186,0.0188,0.371,0.727,0.0196,113.4925,98.8243,7604,129.7951,19.191,0,235.8156,287.0945,14.6375,0.0308,0.016,0111111111,59.0549,11.3066,0.1128,1.2946,0.4813
IRTC,NASDAQ,0.01,1.34,74.8305,305059,22827717,2.307,3.1613,316,2019-07-01,2019-11-01,0.0157,0.0572,0.371,7.3619,0.0186,39.9565,53.5115,1838,137.8745,41.8908,0.0011,96.9329,53.5182,57.5343,0.2972,0.2062,0111111111,0.013,-0.0256,0.4173,-2251.7674,0.4122
IRWD,NASDAQ,0.01,10.54,9.4857,1750769,16607270,0.241,0.3997,40,2019-07-01,2019-11-01,0.0155,0.0438,0.3088,1.5429,0.0181,88.873,75.1628,5599,113.6221,54.3094,0,323.4756,185.3008,16.4777,0.0199,0.0087,0111111111,8.6128,6.31,0.145,2.6114,0.2747
ISBC,NASDAQ,0.01,8.81,11.3541,1762660,20013418,0.1486,0.2242,22,2019-07-01,2019-11-01,0.0235,0.0611,0.7828,1.0949,0.0255,120.5955,130.0057,10733,58.5303,45.1303,0,690.3122,664.9885,9.1473,0.0117,0.0038,0111111111,87.2831,3.8825,0.1563,2.356,0.1747
ISTB,NASDAQ,0.01,1.98,50.4286,287886,14517688,0.0553,0.0666,7,2019-07-01,2019-11-01,0.2339,0.2783,0.9067,0.7108,0.3375,125.7143,146.9973,880,4.9041,33.0921,0,1742.6818,553.5946,0.7772,0.0136,0.0057,0111111111,32.3082,0.0348,0.1585,22.3554,0.0721
ITCI,NASDAQ,0.01,10.88,9.1913,1169922,10753104,0.524,0.6096,61,2019-07-01,2019-11-01,0.0208,0.0678,0.371,10.6691,0.0254,82.6629,99.2448,7357,254.9584,23.4486,0,309.0708,1687.9255,5.6982,0.0271,0.015,0111111111,0.0836,0.805,0.0223,7.0783,0.2675
ITRI,NASDAQ,0.01,1.44,69.3826,277827,19276360,1.5319,1.7193,172,2019-07-01,2019-11-01,0.0075,0.085,0.6204,2.6478,0.0086,64.087,60.3006,1474,98.7404,40.6962,0.0007,82.7167,60.5002,24.6212,0.1454,0.0766,0111111111,9.5857,-1.3162,0.2494,-18.7059,0.7748
IUSB,NASDAQ,0.01,1.92,52.1487,237341,12377025,0.109,0.1141,11,2019-07-01,2019-11-01,0.003,0.0963,0.6515,0.9355,0.0035,178.875,223.9277,1431,9.3476,7.2613,0,200.7714,203.1222,0.1631,0.0186,0.0125,0111111111,31.763,0.5113,0.0175,0.319,0.8909
IUSG,NASDAQ,0.01,1.58,63.1306,500529,31598696,0.5734,0.6173,62,2019-07-01,2019-11-01,0.0054,0,0.5422,0.0054,0.0054,597,1097.417,7164,40.6193,53.421,0,645.2738,416.1983,1.5919,0.0255,0.0143,0111111111,12.9998,0.4868,0.0392,3.2704,0.9252
IUSV,NASDAQ,0.01,1.75,57.1769,455094,26020864,0.5332,0.5351,54,2019-07-01,2019-11-01,0.0076,0.153,0.6204,10.4142,0.01,171.1471,226.1652,5819,41.7047,13.2623,0,674.4504,581.7296,0.8136,0.0229,0.0181,0111111111,56.1145,0.5485,0.0195,1.4834,0.2538
IXUS,NASDAQ,0.01,1.74,57.6244,953966,54971718,0.4237,0.3615,36,2019-07-01,2019-11-01,0.0077,0.0328,0.2976,0.0153,0.0087,539.7419,427.7482,16732,32.8827,46.0572,0,1854.2322,1511.1465,1.0166,0.0139,0.0052,0111111111,12.4099,0.2422,0.0309,4.1968,0.2911
JACK,NASDAQ,0.01,1.19,84.3487,473885,39971584,1.6625,1.8664,187,2019-07-01,2019-11-01,0.0146,0.4098,0.9878,60.6975,0.025,97.6296,83.0696,7908,88.1451,26.7266,0.0003,116.9537,101.2033,60.3817,0.1368,0.0782,0111111111,22.1092,3.2093,0.685,18.8144,0.8348
JBLU,NASDAQ,0.01,5.56,17.9797,4715603,84785127,0.3302,0.4301,43,2019-07-01,2019-11-01,0.0695,0.1207,0.7828,4.7779,0.0822,205.2509,186.569,59728,82.1315,42.1112,0,1006.0602,797.5099,19.7388,0.0124,0.0044,0111111111,73.5164,15.7633,0.2403,1.2522,0.204
JBSS,NASDAQ,0.01,1.12,89.451,93290,8344884,1.863,2.1285,213,2019-07-01,2019-11-01,0.0115,0.1197,0.371,39.7972,0.017,106.1515,102.0517,3503,93.1414,17.4226,0.0007,116.9688,101.8065,51.4512,0.2299,0.2065,0111111111,3.744,-0.8783,0.5524,-58.5829,0.9075
JCOM,NASDAQ,0.01,1.13,88.8367,333503,29627306,1.1413,1.6713,167,2019-07-01,2019-11-01,0.0077,0.0995,0.371,25.4435,0.0106,75.7576,68.2011,2500,57.4543,28.8692,0.0004,117.0275,86.3043,21.3118,0.1796,0.1254,0111111111,5.2244,-0.4458,0.3709,-47.8026,0.6473
JOBS,NASDAQ,0.01,1.35,74.1458,184772,13700068,1.8668,2.7393,274,2019-07-01,2019-11-01,0.0105,0.0383,0.3576,0.0337,0.0117,72.8537,51.1495,2987,112.5968,11.1944,0.0005,117.2483,69.611,40.0865,0.2811,0.1081,0111111111,25.0292,5.7502,0.356,6.9713,0.6214
JRVR,NASDAQ,0.01,2.15,46.4046,193023,8957155,1.298,0.9301,93,2019-07-01,2019-11-01,0.0051,0.1635,0.4682,59.9811,0.0078,153.35,147.2923,3067,125.0917,32.4198,0.0007,89.75,96.3646,76.9129,0.2016,0.1246,0111111111,0.4374,0.0791,0.6149,972.3626,1.7086
KBWB,NASDAQ,0.01,1.98,50.5335,433681,21915419,0.7176,0.7859,79,2019-07-01,2019-11-01,0.0058,0.0628,0.371,8.8422,0.0069,80.3333,71.5208,1928,63.5065,6.9322,0,672.4068,532.7518,0.3745,0.0244,0.0137,0111111111,90.7662,0.2827,0.0059,1.3249,0.1195
KLIC,NASDAQ,0.01,4.48,22.3235,382949,8548762,0.4556,0.5784,58,2019-07-01,2019-11-01,0.0083,0.0428,0.371,3.8736,0.0094,143.5357,79.1032,4019,91.2718,25.3455,0,119.2566,119.4561,12.7147,0.0553,0.0297,0111111111,1.2604,-0.423,0.1393,-30.0613,1.2036
KPTI,NASDAQ,0.01,10.52,9.5049,2347365,22311470,0.4152,0.6206,62,2019-07-01,2019-11-01,0.0199,0.1026,0.371,27.9227,0.0275,162.5402,174.3472,14141,195.3551,23.0524,0,311.9728,467.3917,25.9446,0.0281,0.0155,0111111111,42.6672,41.1138,0.1328,0.631,0.521
KTOS,NASDAQ,0.01,4.91,20.3852,1257212,25628518,0.5956,0.677,68,2019-07-01,2019-11-01,0.0258,0.0461,0.371,4.6511,0.0295,114.2079,90.509,11535,130.6636,34.4686,0,287.321,358.3458,19.4046,0.0252,0.0132,0111111111,7.4206,6.0065,0.1485,3.2306,0.3975
LAMR,NASDAQ,0.01,1.26,79.6743,316809,25241535,0.9225,1.3578,136,2019-07-01,2019-11-01,0.0075,0.0865,0.371,18.2503,0.0097,87.7143,67.4457,2456,51.7801,5.8095,0.0001,56.7613,81.9493,8.2448,0.1445,0.0855,0111111111,19.9668,5.4605,0.1592,1.5099,1.5453
LAUR,NASDAQ,0.01,6.05,16.5303,1270040,20994142,0.3341,0.401,40,2019-07-01,2019-11-01,0.0403,0.1118,0.371,34.5706,0.0577,176.5121,229.2564,36538,90.388,65.1367,0,409.6103,313.2565,53.3611,0.0134,0.0052,0111111111,88.3401,25.041,0.5904,2.131,0.4309
LBTYA,NASDAQ,0.01,3.82,26.1728,2408052,63025463,0.4971,0.6316,63,2019-07-01,2019-11-01,0.0465,0.2207,0.9878,13.5866,0.0599,137.9953,125.3689,29669,84.9393,46.8073,0,374.6482,268.3188,27.2084,0.0142,0.0063,0111111111,84.4702,14.4738,0.3203,1.8798,0.3683
LECO,NASDAQ,0.01,1.18,84.811,378286,32082814,1.4129,1.8692,187,2019-07-01,2019-11-01,0.0166,0.08,0.371,15.5862,0.0211,52.3692,63.5868,3404,74.5031,31.1318,0.0005,53.0163,91.3072,39.774,0.1565,0.1163,0111111111,14.5235,-0.8677,0.5339,-45.8383,0.9878
LGIH,NASDAQ,0.01,1.28,78.3249,258763,20267586,1.7251,2.536,254,2019-07-01,2019-11-01,0.0055,0.1297,0.371,46.2979,0.0084,79.1154,78.6948,2057,98.4985,32.6244,0.0009,80.344,71.7236,45.9204,0.2451,0.1289,0111111111,11.7627,0.9971,0.4662,46.0559,0.9847
LILAK,NASDAQ,0.01,5.86,17.0669,748533,12775138,0.3559,0.4697,47,2019-07-01,2019-11-01,0.012,0.0944,0.371,22.7577,0.0161,99.6786,95.6282,5582,93.2585,29.6543,0,460.6261,478.1509,3.6932,0.0265,0.0166,0111111111,20.4173,2.106,0.0396,1.7537,0.2164
LITE,NASDAQ,0.01,1.79,55.8158,1293748,72211580,1.5794,1.8179,182,2019-07-01,2019-11-01,0.0109,0.0917,0.371,21.2479,0.0145,64.3725,61.8261,3283,126.5465,26.2294,0.0001,149.9027,161.3999,6.6644,0.088,0.0398,0111111111,25.4678,4.7564,0.0527,1.4012,0.4294
LIVN,NASDAQ,0.01,1.32,75.8494,369808,28049715,1.5154,2.173,217,2019-07-01,2019-11-01,0.0078,0.2204,0.4916,37.465,0.0141,109.7907,90.8489,4721,89.3491,34.5069,0.0005,71.7028,55.1611,69.5289,0.1227,0.08,0111111111,2.8747,0.8386,0.7782,82.9119,1.5312
LKQ,NASDAQ,0.01,3.52,28.3707,2429437,68924828,0.629,0.6593,66,2019-07-01,2019-11-01,0.0356,0.0397,0.6204,0.6141,0.038,144.2647,98.3792,19620,99.1507,35.4623,0,266.2958,175.0159,22.0481,0.0175,0.0093,0111111111,59.8531,10.468,0.2224,2.1062,0.5417
